gameId,blueWins,blueKills,blueDeaths,blueTotalGold,blueGoldDiff
4482205629,0,6,5,16111,1039
4467051072,0,3,9,15284,-3712
4434732074,1,2,6,14107,-1699
4523659113,1,7,7,17152,629
4522228780,1,7,9,16025,-2344
4513254369,1,2,3,15130,-27
4472723293,0,7,5,16230,-30
4515299589,0,7,7,16113,-211
4517515942,0,10,9,17394,-614
4516851869,0,2,9,13803,-4410
4499865404,0,3,9,13893,-4054
4510664685,0,5,6,16312,-77
4523529962,1,11,6,18205,2002
4519711392,1,5,7,16484,-94
4511865034,0,6,8,16661,171
4511790029,0,5,10,15381,-2099
4520745759,0,13,6,19234,3274
4523930264,1,11,4,19350,4553
4439674846,0,5,6,17389,760
4492247014,0,8,6,16138,611
4490117676,1,3,2,15271,356
4475660855,1,10,9,17584,316
4508130317,0,8,4,17297,1961
4518558277,1,9,3,17693,4282
4496024408,1,4,7,14703,-1323
4436014488,1,6,6,17394,285
4524495637,0,9,5,16563,-1292
4521484039,0,4,2,15270,-375
4463389960,0,3,6,14906,-1198
4520667949,1,14,3,19085,4784
4452787695,1,2,2,15290,-9
4486077838,0,4,8,15557,-2101
4501445520,1,8,3,17318,2789
4506645494,0,7,6,16359,117
4518246546,0,3,8,14722,-3784
4500529514,0,3,8,15035,-2930
4491740882,0,2,9,14663,-3148
4520700256,0,4,7,15504,-1471
4481808559,0,4,6,16463,801
4515740615,1,7,8,17009,45
4464257134,1,6,6,16866,69
4509934873,0,6,3,16982,1277
4523337230,0,3,12,15051,-4401
4522520315,0,10,3,18719,3523
4519147034,0,7,13,15541,-3711
4502928407,1,14,10,20114,2397
4492674623,1,10,3,20173,6281
4510924170,0,9,9,17058,-1004
4513340432,0,11,6,19900,4027
4522534575,1,5,6,15536,-833
4522447607,0,5,11,15946,-2267
4504495749,1,17,9,22449,4624
4510668822,0,6,9,15087,-3782
4484301779,1,3,4,14632,-1134
4523489626,1,8,6,16883,955
4520050863,0,7,15,15463,-3882
4522207978,0,5,4,16158,-811
4514382046,1,4,7,15295,-1755
4518214462,1,8,6,17540,1499
4413595915,1,6,1,17066,3215
4459084553,0,5,5,16110,-1519
4500461426,1,9,5,17707,2488
4522255964,1,6,7,16461,-667
4507827537,0,5,4,16429,-172
4513668536,0,3,7,15495,-1972
4519489484,0,4,5,15875,-396
4496732986,0,7,5,16521,413
4524361217,1,7,6,16781,439
4447165019,0,10,4,17748,2329
4524674585,0,5,13,16145,-2746
4514246517,0,3,6,15049,-964
4511485561,1,8,4,16712,2357
4459961867,0,8,6,17662,1016
4458615425,0,3,12,15197,-3960
4519670667,1,6,3,17604,2547
4513442197,0,10,12,17431,-1294
4501021398,0,2,11,14346,-3886
4477390538,0,8,3,17623,3100
4483736284,0,8,8,18683,1874
4517000510,1,4,4,15561,246
4422211651,0,10,10,18172,-347
4524077612,1,6,6,16753,1936
4477758358,0,6,6,15800,-966
4496960681,0,1,12,13525,-5423
4520639999,1,5,3,16418,1234
4517667629,0,3,4,14867,-822
4519541867,0,1,8,14288,-3358
4511026023,1,6,5,16106,-443
4508510246,0,7,7,16068,-466
4505104327,1,6,7,16559,-1192
4520606377,1,5,5,16388,178
4496431819,1,4,8,15077,-2035
4523410481,0,2,7,15106,-4579
4515410950,0,4,5,16569,77
4514826109,1,9,6,16863,296
4524113252,0,7,11,16171,-2171
4523523505,1,7,1,17149,3370
4520543348,1,5,2,16071,1723
4492065807,1,8,4,18498,2759
4518254989,0,3,7,14936,-1703
4520945917,1,12,6,18901,2699
4489542966,1,6,3,16372,2201
4446742734,1,10,3,17959,3136
4517558941,0,2,10,13550,-4982
4488357361,1,4,8,15767,-953
4452111743,1,10,5,17156,777
4525163715,0,2,12,13802,-5571
4511152514,0,5,9,15184,-2098
4461618866,1,3,3,15923,1916
4525028786,1,4,4,15222,712
4517892829,0,2,4,14856,-1129
4431359943,0,6,10,15336,-2735
4524888423,1,10,3,18488,3096
4521511498,1,5,7,15681,-1058
4492378749,0,3,5,17159,1075
4455594728,1,3,5,15221,-531
4521502172,0,8,7,16746,409
4495493566,0,6,8,18235,517
4503099396,1,5,7,16514,-17
4479510893,0,8,8,17346,1399
4466524457,0,3,5,14838,-1278
4458264663,0,3,9,14471,-3385
4484773926,1,5,2,16214,136
4462810763,0,8,5,17839,1339
4483692276,1,6,5,17674,2521
4525214447,1,11,3,19008,4255
4519646184,1,4,4,15800,-302
4478417424,0,6,11,16225,-2741
4510949309,1,8,3,18237,3675
4502439636,0,6,6,16512,46
4426241259,1,9,3,17478,1071
4496343427,1,3,6,15804,-427
4482490476,0,7,5,16158,1184
4523058868,0,5,5,15799,56
4519511299,1,9,5,18876,2201
4497598810,0,2,4,15193,-610
4479788915,1,8,4,19528,3974
4465024701,0,7,7,17597,118
4521563183,0,5,6,16495,955
4521141192,0,5,8,16042,-686
4517904549,1,3,5,15636,-1086
4519777597,1,11,7,19063,2411
4495408942,1,11,2,18963,5337
4505797125,1,9,5,18391,2040
4421709133,0,3,9,15492,-2139
4486082210,0,5,9,16142,-1231
4525312935,1,6,4,16926,1947
4518737622,0,4,3,15517,653
4503476155,1,7,9,16929,-1149
4519523296,0,3,6,15094,-911
4522209406,0,5,10,14604,-4752
4520654397,1,1,0,15268,296
4522317510,1,6,4,16317,1163
4515973150,0,3,6,15426,-1672
4518106435,0,0,4,14052,-2502
4521157030,1,6,7,15369,-1833
4524068171,0,9,6,16961,531
4456927812,1,8,1,18177,3710
4463402176,1,9,7,17329,675
4477269261,1,13,7,19161,2783
4510792748,0,3,6,14649,-1945
4454696616,1,2,2,15367,183
4439479847,0,4,5,16229,960
4518370041,0,6,6,17258,1191
4460927725,1,13,1,22177,8450
4472381222,0,9,8,18004,-305
4462139744,1,15,3,20567,6487
4454995485,0,7,8,16650,-1213
4524531081,0,2,6,14710,-3673
4457658840,0,3,7,15442,-2109
4519613119,0,10,7,18923,1219
4510955458,0,3,8,14783,-1905
4520973698,1,12,7,18074,2170
4441700608,1,9,7,17684,620
4516597523,0,5,8,15476,-1972
4523669745,0,8,5,17622,1530
4520501584,1,6,4,16385,1163
4523629089,0,3,8,14425,-2619
4456581816,1,6,5,16059,584
4518889488,1,9,3,18633,2910
4520057356,0,3,6,15731,-1057
4521257483,1,7,8,17371,-50
4462681802,0,5,12,15631,-2084
4515356970,1,8,7,16935,469
4523615323,1,7,7,16639,-293
4495556599,1,7,3,16738,1031
4525178929,0,3,4,15419,-726
4514070207,1,4,8,14752,-2511
4524789573,0,6,4,16508,489
4524132104,0,6,10,16544,-999
4439587342,1,4,5,15597,-1366
4524687163,0,8,3,18022,2958
4512949198,0,5,10,15714,-3095
4446037878,0,7,5,16219,709
4478250976,0,9,8,16956,-540
4523300561,1,11,2,19280,5041
4505443622,1,10,8,19540,1714
4477019326,1,5,5,16038,-844
4525174684,1,5,2,16594,1737
4517959994,1,4,6,16040,109
4479856862,1,7,7,16282,686
4517169842,0,4,6,15527,-1537
4521354990,0,7,9,15933,-1790
4524540652,0,6,6,17070,1044
4485481619,0,3,4,15084,-1302
4490906138,0,8,4,16600,1627
4523332749,1,6,8,15982,-2221
4520703229,1,5,5,16355,-1874
4499786529,1,6,10,17040,-545
4520790076,1,6,2,16737,2423
4490677497,0,7,13,17090,-2001
4499921176,0,5,15,14689,-7206
4516247062,1,7,6,16135,494
4522539833,0,6,5,16500,496
4523429650,0,6,7,17318,568
4458532783,1,9,2,18202,3424
4499647535,0,5,5,17208,549
4492296802,0,5,2,16496,1506
4523485594,1,10,5,17915,2833
4513848861,0,10,8,18917,773
4509159917,0,8,12,16484,-2146
4518202397,0,13,7,19402,2399
4515801443,0,4,1,15869,453
4523336843,1,6,2,17338,2533
4482626954,1,12,1,18849,5077
4458085215,0,6,11,15250,-4699
4468973214,0,4,7,15210,-2161
4496563536,1,8,8,16692,-795
4503476670,1,4,4,16621,875
4510723615,0,3,6,15698,-1556
4524935844,0,2,10,14593,-4019
4508455682,1,7,8,16712,-609
4518193450,0,6,10,16837,-2152
4495688378,0,5,5,15514,-1509
4519879315,1,8,8,17236,-308
4517167802,0,7,14,16204,-4473
4508878155,1,9,6,18422,2991
4496026567,0,5,8,15356,-2416
4456161907,0,2,4,14848,-132
4522201700,1,4,4,15688,91
4518834172,1,4,4,14926,-842
4522617067,0,7,14,16190,-2302
4513710414,1,6,2,16318,2463
4523752057,0,6,11,15376,-4264
4486889900,0,1,10,14666,-3480
4516724149,1,6,9,16301,-1207
4488915308,0,4,11,15124,-4664
4467046961,1,10,2,19031,4888
4466166046,1,11,9,18581,1433
4520795867,0,7,3,17144,1713
4497099523,0,9,10,18368,-328
4501319055,1,6,2,16844,2726
4491887077,0,8,10,16707,-648
4465693546,1,10,9,17868,-286
4495791670,1,13,2,20043,5300
4519530388,0,3,11,14852,-4835
4487193298,0,7,8,16302,-592
4462313921,1,17,5,23359,7776
4477337521,1,8,6,18352,1909
4518328574,1,3,6,16873,1942
4518075871,0,7,6,16949,16
4524546018,1,5,8,16344,-860
4508930231,0,5,6,15268,-2308
4494055420,1,8,7,16463,-460
4482404724,1,7,4,17049,799
4500830976,1,4,2,15811,886
4481881840,0,1,9,14109,-3300
4513544189,0,2,8,12292,-9341
4524277533,1,10,3,18487,3851
4499668279,0,8,5,16860,-147
4522637955,1,7,5,17798,1698
4500208615,0,6,6,15789,-966
4520915828,0,13,7,19609,3454
4518182783,0,5,6,14853,-2673
4491522681,0,3,4,15369,-482
4523403818,1,6,8,17053,-298
4510862255,1,11,9,17307,-224
4518730282,0,3,9,14881,-1683
4522585401,1,9,4,17928,2514
4511779453,0,3,3,14876,81
4525174199,1,3,2,15356,420
4523289245,1,7,7,16122,-1167
4431352906,1,4,4,15426,-99
4514421047,1,7,7,16448,387
4525208534,0,2,5,14182,-1700
4509344771,1,4,7,15891,-820
4475349750,1,5,13,15858,-3945
4519852110,0,4,8,14949,-3238
4523427539,0,2,6,14377,-2511
4523806048,0,5,3,15946,1433
4515248158,0,2,6,15584,-1037
4481449658,1,4,3,15800,1344
4509723024,0,6,6,16210,-245
4522855501,1,13,4,20587,5920
4508742388,1,3,5,15735,539
4480411096,0,8,7,17378,708
4522377959,0,10,5,17993,2876
4448358133,1,5,7,16072,-184
4509881889,0,3,5,15557,-101
4500724554,0,3,13,14467,-5563
4494473176,1,8,9,16096,-447
4509854738,1,7,4,16351,1487
4524761713,1,6,4,16538,1126
4442002416,1,5,2,16337,1795
4505154902,1,10,2,17519,4216
4512160768,0,2,3,14305,-1517
4462777872,0,12,5,18279,1236
4523326284,1,8,6,17808,2489
4515648647,0,6,6,17360,1259
4525030965,1,11,6,18849,3281
4513670045,0,4,4,15641,-1136
4521995809,0,2,6,13408,-5838
4482423857,1,13,10,19366,1973
4519722602,0,7,6,16646,592
4470192893,0,3,9,15009,-2492
4438165073,0,5,9,15921,-1490
4525371439,1,8,6,18012,2957
4498101728,0,5,12,15224,-4927
4524538444,0,6,15,15484,-4879
4457541720,1,3,3,15550,-424
4515730845,0,6,4,15895,-1018
4490954687,1,8,5,16776,907
4500224763,0,1,5,13444,-3445
4515924024,1,11,9,17971,152
4523053745,0,1,7,12959,-4456
4523968738,1,9,9,17225,69
4511923610,0,9,6,17848,868
4522069049,0,2,4,15448,209
4506343146,0,5,6,15425,-1611
4524784453,1,5,3,15717,385
4515728718,0,5,8,14589,-3750
4522867814,1,4,5,15463,25
4520872847,0,7,8,16019,-388
4475474933,1,8,4,17634,1930
4461308775,0,8,8,16017,517
4523110333,1,6,7,17259,-214
4497616954,1,5,2,16226,2229
4495106153,0,10,4,17816,1953
4493209584,0,4,6,15532,-781
4451574648,1,7,7,16946,380
4458825692,0,5,6,16019,-758
4522541214,1,8,4,17938,3072
4520755410,1,9,6,17512,2549
4412400770,1,8,5,16712,2427
4515729442,0,5,6,15913,-844
4522847421,0,6,9,17108,-1394
4460552380,1,16,9,23349,7128
4523704801,0,5,5,15548,-826
4503847672,0,5,2,15950,1233
4515347067,1,5,2,16014,476
4524296354,0,9,15,17419,-2587
4522594325,0,11,5,19979,3763
4519482984,0,3,8,14122,-2968
4419611773,1,10,11,17447,-384
4486088051,0,7,8,16122,-1673
4520582438,0,12,11,18336,-466
4460718392,0,0,12,12002,-8461
4515532917,0,3,5,14378,-3682
4517065551,0,8,4,17691,3544
4456760342,1,15,11,19402,2008
4509027219,1,3,1,16468,3100
4477292734,0,2,11,14486,-3576
4524977658,1,9,8,17652,775
4517802077,1,7,3,15494,1515
4524921739,0,6,8,16270,-82
4488211195,0,5,6,15899,-903
4516790351,0,3,12,14277,-5802
4480798079,1,5,6,17350,1492
4501459269,1,8,9,18315,246
4450382504,1,9,2,19570,4826
4513212030,1,6,5,16529,1085
4489614649,1,11,5,18324,2158
4521052403,1,8,3,17263,3181
4523640765,1,4,0,15282,1629
4513528910,0,5,4,15960,782
4492726394,0,5,5,15103,-1328
4523578015,1,7,3,16060,794
4452428266,0,7,9,15463,-2809
4463284489,0,6,10,17225,-833
4458619259,0,3,9,14861,-3337
4515561021,1,4,1,15966,1532
4495044262,0,4,6,15172,-1066
4519411213,1,4,7,15953,-477
4497452633,1,9,5,17959,1696
4494493149,1,7,2,17176,2889
4448082269,1,8,4,17328,2156
4463495962,0,2,6,15144,-1281
4519833399,0,6,6,16533,85
4524511499,0,11,8,18475,1761
4521689217,0,3,7,15252,-1293
4518710301,1,4,9,14621,-3644
4442576553,0,6,8,15953,-1095
4511383179,1,5,2,16627,2359
4524666891,1,8,8,17240,699
4468778049,0,5,2,15796,453
4499825635,1,8,2,18330,1769
4506847154,0,6,7,15684,-3240
4523524261,1,7,4,17120,1936
4522806079,1,4,5,15261,-393
4519495727,0,11,8,18053,620
4522215186,0,3,6,15417,-691
4520027447,1,8,5,16523,1357
4522000980,0,8,8,16809,-12
4492308589,0,5,8,15627,-2690
4496489619,0,0,3,13793,-2240
4512335811,1,3,8,14481,-2765
4510973023,0,8,4,16357,-82
4524364516,1,10,6,18582,2230
4519092330,0,1,3,13943,-1661
4451399633,0,10,7,18410,1720
4451665703,0,6,7,16689,211
4524651202,0,6,7,16060,-27
4522844464,0,3,12,14035,-5142
4513558845,1,9,6,17757,1818
4515275420,0,2,9,14267,-5571
4475523215,0,6,12,15951,-1734
4521065168,0,8,8,16688,704
4470051820,0,3,5,14303,-2657
4494489796,1,9,8,17396,-377
4486075079,1,9,3,18159,3037
4500599044,0,7,5,16269,459
4513621339,1,4,9,15316,-2986
4511067925,1,5,4,16498,1699
4518516978,1,16,0,20603,7873
4495223559,1,10,7,19606,3534
4497502064,1,7,8,16940,400
4525161056,1,6,4,16814,2247
4440235143,1,9,8,18146,383
4475781870,0,3,5,15242,-774
4522642562,0,10,7,17454,617
4522609707,0,5,3,16053,1614
4472387660,1,2,9,14975,-2206
4491631842,1,4,4,16095,-262
4519602935,1,8,5,17123,1012
4519875448,0,6,5,16986,313
4524499414,0,3,3,14731,-1148
4510716037,1,8,3,17316,3172
4520805255,1,1,3,14889,-819
4457344340,0,5,6,16416,-205
4464852917,1,7,11,16943,-1228
4493888202,1,13,3,19940,5521
4523258909,0,8,7,16204,-1016
4474379367,1,7,10,17062,-1246
4384388180,0,6,5,15691,456
4420435152,0,1,11,13511,-5087
4520494989,1,12,2,18927,4006
4502261943,1,7,6,16164,-876
4482157138,1,4,4,15572,-1216
4500380908,0,5,7,17469,1432
4474827626,1,3,10,14686,-3593
4523279887,0,8,6,16325,2
4512324600,1,9,4,17233,2034
4497085879,0,3,8,16004,-966
4519793588,1,6,6,16651,1167
4524625875,1,2,6,14959,-2128
4459239621,0,5,10,15917,-1971
4494773072,1,6,6,15754,-708
4524193415,0,8,8,16891,-1296
4500741087,0,3,15,14878,-5924
4496705148,1,7,3,17150,1443
4525183626,0,5,4,15941,-2
4520035137,1,7,3,17802,1070
4521969261,1,5,6,15548,-1238
4523582436,1,5,2,15556,1300
4489642674,1,6,5,16098,-282
4513950311,1,6,5,16107,-456
4500662035,0,7,2,16315,1167
4495660541,0,6,7,16587,457
4518544844,0,8,6,16112,276
4465742706,1,10,2,18212,4429
4508293000,0,3,5,14761,-907
4519894439,0,5,5,17613,914
4516578815,0,8,5,16384,-232
4451379938,1,6,6,17001,344
4467014828,0,4,9,15084,-2904
4511803387,1,8,8,16918,355
4525196496,1,9,8,18562,1911
4519438725,1,5,6,15822,-1572
4455505854,0,9,4,17405,1996
4517169026,1,11,5,19696,3802
4524820601,1,9,11,17322,-956
4521314116,1,4,2,15532,240
4462579984,0,10,8,17823,828
4490139424,0,1,12,13291,-5102
4486656023,1,7,11,16851,-778
4521058802,1,7,2,16830,2431
4521524486,1,5,5,16061,530
4520613359,0,2,2,15608,766
4515711372,0,5,9,15144,-4172
4524333896,0,7,6,15778,-1578
4522651290,1,2,4,14721,-964
4495074532,1,8,3,16154,1764
4489770592,0,6,9,15136,-3212
4506670762,0,2,4,14231,-2259
4525232628,1,4,2,16470,1718
4465441499,1,0,3,13674,-1159
4509106172,0,5,10,15251,-3232
4423957236,1,11,5,18856,3248
4519008578,1,7,9,16274,-1248
4500263204,0,7,8,17241,-136
4499779050,1,4,8,16201,-468
4496697436,0,5,10,15622,-3909
4505788319,0,7,6,17575,961
4515397290,1,5,10,16408,-2936
4523083494,1,9,7,18073,1766
4512481936,1,4,9,15370,-2929
4511076108,0,2,4,14659,-1944
4516828940,0,11,5,18855,3164
4523465477,0,2,5,14695,-1947
4494587066,0,6,7,17927,396
4438792518,1,5,2,16326,1697
4512164291,1,12,4,18552,4845
4512772548,1,7,2,16669,3370
4523386902,0,6,13,15304,-5191
4524330916,0,5,6,15242,-3024
4468287973,0,2,3,14237,-2114
4516748968,0,3,9,14280,-3555
4523545639,1,9,8,18809,2309
4523121981,0,0,6,14238,-2554
4517973662,0,4,5,15101,-654
4519278767,1,8,1,18237,4824
4508876664,1,8,1,19820,6883
4494756316,0,9,8,16884,-968
4481806461,0,6,14,15880,-4526
4510805663,0,4,9,15430,-2850
4472660506,0,2,5,14258,-2760
4523562611,1,0,5,14849,-2145
4487130661,1,7,7,17023,1202
4464799134,1,12,5,19143,3469
4521670146,0,5,6,15620,-1083
4521295161,1,8,8,18623,914
4521747245,1,5,3,16564,1436
4460625430,1,11,7,18421,2256
4476686875,0,7,5,17364,1206
4521593829,1,8,7,16749,243
4496543857,0,9,10,17987,-368
4448406532,0,6,7,16103,-90
4493188082,1,10,6,18384,1717
4524580424,1,9,7,17465,875
4522582067,0,6,9,15591,-2322
4484568700,1,3,2,15391,1343
4450359024,0,2,9,14953,-3084
4515238176,1,5,2,16640,1964
4519247405,1,3,5,15501,-257
4518077809,0,11,6,18891,3024
4455131016,1,6,8,16999,-647
4462622512,1,11,8,18291,939
4522846524,0,1,4,14588,-1159
4524387614,1,6,2,16432,2390
4483835380,0,5,10,16199,-2482
4524576336,1,10,8,17342,-447
4493201984,0,3,1,16247,1351
4518396542,1,8,4,17038,1530
4494122162,0,3,6,14607,-2968
4521764642,0,5,10,14839,-2574
4521534899,1,3,7,15142,-1851
4472468889,0,8,4,17836,840
4420650746,1,6,6,16538,-626
4449194030,1,15,9,20558,4230
4519907649,1,13,5,19813,4173
4521233015,1,14,6,18537,1809
4474676809,1,5,0,17806,6304
4473800740,1,13,5,20853,5501
4525145363,0,5,2,16441,1218
4521186750,0,4,4,15801,-187
4459950157,0,4,5,15871,51
4489423422,0,7,8,16199,-811
4469393783,0,5,9,15831,-2241
4508091967,0,2,8,14467,-3794
4523085074,0,6,10,17795,426
4523986345,1,5,7,15832,-1741
4523336586,1,13,5,18170,3058
4424011852,0,5,2,16196,1106
4524587916,0,2,3,14680,-1602
4479120786,1,9,6,17029,569
4521139386,0,3,3,14298,-873
4523383339,0,1,10,14058,-5327
4519625285,1,8,4,17385,2745
4491633476,1,11,7,19008,2763
4509755539,0,8,9,18038,-22
4521167934,1,6,3,16454,1510
4474730654,1,11,9,18313,1099
4472450080,1,6,3,17057,2019
4442356832,0,4,11,15046,-4939
4521447846,0,3,6,14455,-2471
4519425704,1,11,5,18480,2532
4422228615,1,12,9,19153,1249
4501834987,1,5,4,16688,859
4523478644,0,6,8,15567,-1737
4489726898,1,3,0,15429,1453
4511428769,1,9,6,17491,616
4490242391,0,9,6,17679,363
4464812857,1,8,4,17397,2598
4518146165,0,7,14,14416,-5253
4520041745,0,7,11,16820,-2234
4501312404,1,6,4,15659,-127
4502754210,1,10,8,19353,3458
4479934659,0,11,9,17794,337
4478024561,1,7,8,16443,-1041
4518123913,1,7,2,17773,2421
4480700431,1,6,13,14996,-4822
4477403514,0,5,9,15803,-2994
4474804095,1,6,9,16241,-1539
4514051378,1,11,9,17774,-76
4519902539,0,6,6,15823,-1482
4510989189,1,10,0,17684,3847
4447078997,0,8,4,17898,3044
4522475843,1,3,5,15562,-1176
4503510396,0,3,4,14881,-1659
4513963315,1,5,2,16636,2547
4515839148,1,7,8,16396,-389
4518673555,0,3,7,15396,-1193
4522387396,1,11,11,18164,-640
4518553982,1,11,9,17774,74
4508668617,0,6,4,16990,1954
4523348285,1,6,2,16508,646
4500809848,0,3,6,15533,-1585
4523898357,1,4,3,15391,46
4518666221,1,2,3,15076,-426
4467234641,1,7,7,16119,-524
4524748805,0,2,7,14377,-3773
4479706373,1,3,7,13958,-4738
4469754326,1,13,11,18834,1059
4440251539,1,10,7,17895,2330
4521442807,1,6,7,16526,434
4462505118,0,8,9,16075,-1778
4488677856,0,9,10,18947,412
4512780010,0,3,10,15137,-2645
4477975030,0,5,4,16157,804
4525058248,0,4,6,15152,-619
4518631058,1,8,4,17041,2263
4452942684,1,6,0,16742,2805
4492057587,0,4,6,15660,-2392
4520326314,1,6,3,16298,823
4517636466,1,4,7,15860,-1160
4497964264,1,6,8,15809,-1065
4491707815,1,13,2,19470,6297
4509839658,0,15,4,19660,5255
4525005858,0,2,9,13631,-5167
4523916920,1,8,5,16748,873
4517768764,0,1,3,14434,-920
4505905510,1,5,5,16287,1099
4503760931,0,4,8,15102,-3465
4449478989,1,4,1,15492,1412
4524874155,1,4,6,14554,-2814
4470179488,1,4,6,15403,-1636
4453252980,0,0,9,13024,-4912
4508978752,1,5,7,15799,-1827
4498735941,0,7,8,17127,-373
4519478233,1,9,7,17208,423
4523347414,1,8,7,16860,-91
4502140813,0,9,13,18082,-1097
4473969390,0,4,16,14813,-5062
4480690705,1,8,7,17989,267
4523749489,1,6,7,15815,-1053
4507333323,1,8,5,17991,2664
4518028905,0,8,9,16560,-1611
4503585743,0,4,3,15260,323
4521245361,0,2,10,13544,-5820
4453471235,1,4,6,15462,-1870
4485904786,0,3,9,15000,-3761
4476300394,1,6,2,16399,2036
4518690389,0,5,5,14594,-1087
4525237424,1,13,2,21046,7995
4505269056,0,4,6,15382,-1182
4524116491,1,5,9,16095,-1905
4524313588,0,3,10,14863,-3630
4459923671,0,10,9,17668,-788
4523623443,0,6,13,16420,-3593
4465119054,1,7,7,17194,633
4520397947,1,13,7,19529,3476
4514342696,1,9,7,17762,849
4518301313,1,5,4,16987,1153
4509828570,1,7,4,16985,992
4500946527,0,2,8,14845,-3193
4484976193,0,11,11,18174,-787
4509513084,1,7,6,17120,860
4513396657,0,5,7,15776,-400
4466163546,1,5,8,17175,-680
4483147494,0,5,10,15656,-1458
4519091334,0,4,7,14867,-2153
4488941406,1,7,6,17381,1895
4438463370,1,12,3,18821,5301
4450617242,0,4,5,14459,-2859
4524881267,0,6,9,16654,-959
4524327069,1,6,4,17438,2152
4519857386,1,5,4,17431,300
4520990102,1,6,4,17327,2060
4514495149,1,7,10,17637,-430
4514283603,1,6,8,16021,-620
4478517508,1,7,3,16997,2107
4462548167,0,5,9,15530,-2141
4515442306,1,2,6,14569,-575
4459957549,1,7,5,17212,559
4523026204,0,10,12,18494,-790
4523503421,0,4,8,15632,-2293
4447333769,1,5,3,17455,2409
4462356432,1,5,3,15716,12
4520816050,1,9,3,17577,2812
4452588232,1,7,3,17822,2435
4481630032,0,5,1,15381,759
4517997197,1,5,7,15485,-215
4523452574,1,6,5,16953,1491
4523517991,0,2,14,13229,-6460
4525108877,1,4,5,16579,-27
4524771501,0,5,7,15562,-1151
4502709604,1,6,7,17192,662
4502866090,1,7,1,18764,5121
4515691372,0,4,9,15790,-1876
4483696050,1,10,6,19380,3844
4485493657,0,6,7,16554,-154
4487456805,0,3,9,14017,-5089
4457806317,0,14,6,20136,4322
4525194842,1,7,6,16717,-450
4516786355,1,5,6,15927,-412
4477737633,0,6,14,15729,-5830
4513995465,0,2,9,14814,-3402
4514844694,0,6,2,16610,2044
4516036728,1,7,6,17588,1219
4500905906,0,6,4,16017,1598
4518770887,0,2,5,14851,-1068
4500845726,0,4,7,15420,-2264
4505146259,1,6,8,15476,-963
4484501357,0,1,5,14463,-2820
4447213073,1,9,6,17653,1931
4523850579,0,3,2,15097,-429
4512777907,1,6,4,16476,-323
4505255448,1,12,1,20136,6290
4525150021,0,2,2,14385,-959
4493134423,0,6,9,16672,-1112
4518605903,1,6,9,17286,431
4501794843,0,4,1,16385,3001
4525061092,1,9,6,16902,1451
4510905499,1,8,2,17127,2735
4458512740,1,9,2,18383,4152
4524110261,0,6,10,15475,-2395
4516554844,1,12,11,18950,227
4518463691,1,7,0,16942,3843
4518585607,0,3,7,15423,-2055
4491980235,0,10,7,18296,1011
4508411042,0,6,13,15166,-3865
4513194329,0,5,8,16230,-1222
4523821481,1,14,3,20005,5201
4477453234,0,2,1,14485,-953
4475645172,0,2,2,15313,496
4517513355,1,9,6,17147,1412
4450783811,0,5,7,16078,-1408
4514536242,0,4,5,14511,-2246
4525242190,0,4,1,15224,1168
4520538056,0,7,10,15989,-2662
4434566709,1,7,1,17558,2704
4378541993,1,5,4,15215,0
4514036288,1,4,9,14887,-3088
4482303478,0,2,12,14100,-5508
4471300165,1,7,5,17097,1800
4437158302,0,2,10,14082,-3196
4504089407,1,6,6,17500,2077
4508792949,1,11,4,17970,2003
4512064032,1,4,4,15198,-266
4522584665,1,5,3,17194,2588
4515418492,0,3,7,14951,-2002
4522629474,0,7,2,16966,1996
4521033474,1,3,6,14513,-1494
4502741131,0,10,7,18446,1918
4521393956,0,8,6,17100,825
4506646295,1,13,7,20611,4096
4464361893,1,8,7,18672,2427
4519911562,0,1,3,14988,428
4523830779,0,6,10,17250,-862
4519439702,1,11,3,20145,5634
4455410303,1,7,4,17325,1243
4472741177,1,10,1,19336,6221
4520036166,0,1,11,13701,-4873
4497475863,0,6,5,15765,-164
4524450290,0,4,2,14841,-224
4522471195,0,4,4,15597,717
4521939526,0,1,7,13828,-3588
4515391813,0,6,5,16275,-184
4525068217,0,5,7,16763,-729
4521099004,1,16,5,21089,5859
4481839790,0,4,8,15155,-2548
4494508204,1,8,3,17226,2061
4516392840,0,7,7,17634,825
4509353286,1,9,3,17562,1948
4515245174,1,5,6,16161,-167
4497565171,1,13,5,20853,5477
4520358901,1,1,5,15743,-251
4511992629,1,3,3,15204,153
4513252060,0,3,4,15013,-741
4524160541,1,11,4,20176,5830
4419275391,0,6,6,15856,-460
4524796827,1,9,4,17097,1186
4516360817,0,6,8,16595,-829
4514809732,0,3,5,13952,-3559
4513037012,1,11,7,18413,2377
4495029898,0,5,2,16113,1277
4516616203,1,2,5,15508,-919
4518053347,0,12,9,18345,941
4515343206,1,12,11,18882,291
4488342223,0,3,6,14734,-1871
4449468024,0,4,9,15337,-1167
4521833199,0,2,2,15280,447
4523056816,1,7,2,16861,2211
4516980931,1,5,11,16321,-2593
4488789257,0,5,7,15885,-1566
4474587492,0,5,11,16007,-3397
4440152952,1,6,6,16171,-857
4521361583,0,8,9,15726,-3796
4465302034,0,7,13,16851,-2174
4458497887,0,5,6,14448,-2969
4524068681,1,3,3,15045,220
4496547749,1,8,9,17267,-356
4516748308,1,8,6,17706,1893
